time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2009-08-24T22:05:53.520Z,43.507,-105.182,0,2.6,ml,14,83.4,,0.95,rusms,rusms00004770,2022-06-09T21:13:18.148Z,"36 km SE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-08-24T19:03:46.520Z,44.722,-123.8711667,-0.08,2.84,md,3,267,0.1066,0.06,uw,uw10777098,2016-07-13T23:40:48.520Z,"3 km E of Siletz, Oregon",explosion,1.7,31.61,0.167,2,reviewed,uw,uw
2009-08-23T22:02:32.530Z,40.116,-107.829,0,3,ml,28,45.8,,1.06,rusms,rusms00004769,2022-06-09T21:13:18.136Z,"11 km NE of Meeker, Colorado",explosion,,,,,reviewed,us,us
2009-08-23T20:05:52.990Z,43.69,-105.126,0,3.3,ml,23,78,,1.92,rusms,rusms00004768,2022-06-09T21:13:18.129Z,"30 km ESE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-08-18T19:16:40.850Z,44.816,-121.3365,2.416,2.6,md,12,146,0.2978,0.16,uw,uw10775103,2016-07-13T23:40:34.930Z,"8 km NW of Warm Springs, Oregon",explosion,0.774,2.14,0.04,5,reviewed,uw,uw
2009-08-15T20:04:49.860Z,43.781,-105.256,0,3.5,ml,50,69.1,,0.85,rusms,rusms00004767,2022-06-09T21:13:18.119Z,"19 km E of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-08-13T20:03:14.900Z,43.87,-105.39,0,3.2,ml,39,65.7,,1.43,rusms,rusms00004766,2022-06-09T21:13:18.106Z,"Wyoming",explosion,,,,,reviewed,us,us
2009-08-08T22:52:35.560Z,43.49,-105.185,0,3,ml,22,89.8,,3.05,rusms,rusms00004763,2022-06-09T21:13:18.085Z,"38 km SE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-08-08T18:25:00.650Z,43.99,-105.244,0,3.1,ml,28,51.6,,0.67,rusms,rusms00004762,2022-06-09T21:13:18.074Z,"31 km SSE of Sleepy Hollow, Wyoming",explosion,,,,,reviewed,us,us
2009-08-08T00:30:27.140Z,44.637,-123.8081667,1.555,2.6,md,7,133,0.08303,0.36,uw,uw10768473,2016-07-13T23:39:51.250Z,"10 km E of Toledo, Oregon",explosion,17.075,47.15,0.06,2,reviewed,uw,uw
2009-08-07T20:09:54.700Z,43.803,-105.227,0,3.4,ml,49,51.6,,1.16,rusms,rusms00004761,2022-06-09T21:13:18.062Z,"22 km ENE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-08-06T19:16:32.830Z,43.66,-105.148,0,3.3,ml,28,45.7,,1.03,rusms,rusms00004760,2022-06-09T21:13:18.050Z,"29 km ESE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-08-06T18:07:29.930Z,43.81,-105.219,0,3.4,ml,52,44.7,,0.94,rusms,rusms00004759,2022-06-09T21:13:18.028Z,"22 km ENE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-08-02T22:04:28.090Z,40.052,-107.686,0,2.7,ml,17,86,,0.68,rusms,rusms00004758,2022-06-09T21:13:18.012Z,"19 km E of Meeker, Colorado",explosion,,,,,reviewed,us,us
2009-08-02T18:49:07.490Z,43.587,-105.144,0,3.2,ml,29,81.8,,1.2,rusms,rusms00004757,2022-06-09T21:13:17.996Z,"33 km ESE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-08-02T18:02:52.850Z,43.807,-105.282,0,3.3,ml,45,51.1,,1.03,rusms,rusms00004756,2022-06-09T21:13:17.627Z,"18 km ENE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-07-31T19:00:51.570Z,43.756,-105.238,0,3.4,ml,42,51.5,,0.72,rusms,rusms00004755,2022-06-09T21:13:17.428Z,"20 km E of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-07-31T17:59:25.170Z,46.644,-120.5153333,-0.649,2.5,md,15,75,0.118,0.28,uw,uw10778968,2016-07-13T23:39:24.870Z,"1 km SE of Selah, Washington",explosion,0.113,0.15,0.08,4,reviewed,uw,uw
2009-07-30T18:06:14.090Z,43.754,-105.247,0,3.3,ml,44,51.4,,1.25,rusms,rusms00004754,2022-06-09T21:13:17.419Z,"19 km E of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-07-29T18:04:17.090Z,43.789,-105.204,0,3.3,ml,52,51.8,,1.03,rusms,rusms00004753,2022-06-09T21:13:17.409Z,"23 km E of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-07-26T19:35:30.390Z,44.027,-105.494,0,3.4,ml,14,98.3,,1.31,rusms,rusms00004752,2022-06-09T21:13:17.404Z,"22 km S of Antelope Valley-Crestview, Wyoming",explosion,,,,,reviewed,us,us
2009-07-23T18:36:19.190Z,39.6118333,-121.5623333,-0.26,2.62,md,12,163,0.05766,0.1,nc,nc71252866,2017-01-20T14:01:00.675Z,"4 km SSW of Cherokee, California",quarry blast,0.62,31.61,0.177,21,reviewed,nc,nc
2009-07-20T16:44:34.930Z,45.659,-120.2375,-0.534,2.5,md,17,90,0.2595,0.34,uw,uw10775158,2016-07-13T23:38:43.720Z,"7 km SSW of Arlington, Oregon",explosion,0.178,0.18,0.06,7,reviewed,uw,uw
2009-07-13T20:52:00.920Z,44.091,-105.26,0,3.1,ml,23,54,,1.35,rusms,rusms00004750,2022-06-09T21:13:17.390Z,"21 km SE of Sleepy Hollow, Wyoming",explosion,,,,,reviewed,us,us
2009-07-12T22:35:07.750Z,44.026,-105.194,0,3.4,ml,36,52,,0.77,rusms,rusms00004749,2022-06-09T21:13:17.373Z,"30 km SE of Sleepy Hollow, Wyoming",explosion,,,,,reviewed,us,us
2009-07-09T11:44:18.420Z,39.12,-108.366,0,2.5,ml,16,74.4,,0.96,us,usp000gz2k,2018-09-06T22:14:54.751Z,"1 km NW of Palisade, Colorado",Rock Slide,,,,,reviewed,us,us
2009-07-07T18:02:59.900Z,44.3851667,-121.0076667,-1.495,2.8,md,7,135,0.06476,0.43,uw,uw10769008,2016-07-13T23:38:04.070Z,"14 km ENE of Terrebonne, Oregon",explosion,0.389,0.32,0.05,3,reviewed,uw,uw
2009-07-04T19:09:27.120Z,43.49,-105.121,0,3.1,ml,16,66.9,,0.89,rusms,rusms00004748,2022-06-09T21:13:17.364Z,"41 km SE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-07-03T18:12:00.450Z,43.77,-105.124,0,3.2,ml,40,52.5,,0.49,rusms,rusms00004747,2022-06-09T21:13:17.348Z,"29 km E of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-07-02T17:53:27.380Z,43.667,-105.068,0,3.1,ml,25,62.4,,2.14,rusms,rusms00004746,2022-06-09T21:13:17.337Z,"35 km ESE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-07-01T20:51:58.590Z,43.773,-105.223,0,3.4,ml,42,51.6,,1.46,rusms,rusms00004745,2022-06-09T21:13:17.318Z,"21 km E of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-07-01T17:05:58.610Z,44.251,-105.351,0,3.1,ml,38,48,,3.53,rusms,rusms00004744,2022-06-09T21:13:16.981Z,"5 km E of Sleepy Hollow, Wyoming",explosion,,,,,reviewed,us,us
2009-06-25T19:59:23.160Z,43.751,-105.416,0,2.9,ml,21,72.2,,1.1,rusms,rusms00004743,2022-06-09T21:13:16.788Z,"6 km E of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-06-15T19:04:02.780Z,43.787,-105.186,0,3.4,ml,37,52,,0.83,rusms,rusms00004742,2022-06-09T21:13:16.779Z,"24 km E of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-06-14T22:00:54.700Z,39.949,-107.676,0,2.7,ml,11,106.6,,0.57,rusms,rusms00004741,2022-06-09T21:13:17.774Z,"22 km ESE of Meeker, Colorado",explosion,,0,,,reviewed,us,us
2009-06-13T18:01:34.490Z,43.752,-105.249,0,3.4,ml,44,51.4,,0.92,rusms,rusms00004740,2022-06-09T21:13:16.763Z,"19 km E of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-06-12T20:18:51.800Z,45.201,-106.795,0,2.8,ml,21,86.4,,1.58,rusms,rusms00004739,2022-06-09T21:13:16.756Z,"25 km WSW of Birney, Montana",explosion,,,,,reviewed,us,us
2009-06-12T18:02:59.560Z,43.819,-105.266,0,3.3,ml,43,51.3,,0.81,rusms,rusms00004738,2022-06-09T21:13:16.742Z,"19 km ENE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-06-12T17:34:50.100Z,43.6665,-121.3963333,3.301,2.6,md,9,139,0.1901,0.92,uw,uw10770753,2016-07-13T23:36:51.890Z,"8 km E of La Pine, Oregon",explosion,45.637,99.9,0.12,1,reviewed,uw,uw
2009-06-11T21:35:04.690Z,41.01,-116.515,0,2.5,ml,17,64.2,,0.88,rusms,rusms00004737,2022-06-09T21:13:16.730Z,"47 km NW of Carlin, Nevada",explosion,,,,,reviewed,us,us
2009-06-10T17:57:19.550Z,43.776,-105.299,0,3.5,ml,37,50.9,,1.07,rusms,rusms00004736,2022-06-09T21:13:16.716Z,"15 km E of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-06-09T21:59:56.610Z,43.715,-105.132,0,3.1,ml,37,52.4,,0.72,rusms,rusms00004735,2022-06-09T21:13:16.695Z,"29 km E of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-06-08T21:32:11.520Z,43.725,-105.313,0,3,ml,11,128.8,,0.96,rusms,rusms00004734,2022-06-09T21:13:16.678Z,"Wyoming",explosion,,,,,reviewed,us,us
2009-06-07T18:30:15.170Z,44.098,-105.817,0,3.4,ml,18,92.9,,1.26,rusms,rusms00004733,2022-06-09T21:13:16.668Z,"30 km WSW of Antelope Valley-Crestview, Wyoming",explosion,,,,,reviewed,us,us
2009-06-04T19:14:35.410Z,46.2701667,-119.3833333,0.045,2.5,md,9,209,0.04711,0.11,uw,uw10765688,2016-07-13T23:36:26.790Z,"4 km SSW of West Richland, Washington",explosion,0.311,0.06,0.05,4,reviewed,uw,uw
2009-06-01T18:17:32.860Z,43.584,-105.21,0,3.1,ml,25,79.8,,1.08,rusms,rusms00004732,2022-06-09T21:13:16.341Z,"Wyoming",explosion,,,,,reviewed,us,us
2009-05-27T18:02:22.330Z,43.616,-105.246,0,3.2,ml,33,51.2,,1.38,rusms,rusms00004731,2022-06-09T21:13:16.137Z,"",explosion,,,,,reviewed,us,us
2009-05-24T20:01:03.480Z,43.739,-105.243,0,3.4,ml,46,51.4,,1.23,rusms,rusms00004730,2022-06-09T21:13:16.126Z,"20 km E of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-05-23T20:04:08.960Z,43.818,-105.155,0,3.3,ml,44,52.3,,1.31,rusms,rusms00004729,2022-06-09T21:13:16.117Z,"28 km ENE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-05-23T16:42:13.120Z,43.563,-105.332,0,3,ml,26,53.5,,0.9,rusms,rusms00004728,2022-06-09T21:13:16.110Z,"24 km SSE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-05-20T22:02:40.660Z,40.158,-107.733,0,2.8,ml,22,83,,0.71,rusms,rusms00004727,2022-06-09T21:13:16.102Z,"20 km NE of Meeker, Colorado",explosion,,,,,reviewed,us,us
2009-05-16T20:56:21.350Z,43.733,-105.243,0,2.9,ml,26,70.6,,0.76,rusms,rusms00004726,2022-06-09T21:13:16.093Z,"20 km E of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-05-15T20:14:16.510Z,45.5383333,-120.5288333,-0.201,2.7,md,10,136,0.1771,0.1,uw,uw10773508,2016-07-13T23:12:26.180Z,"14 km ESE of Wasco, Oregon",explosion,0.718,2.31,0.04,4,reviewed,uw,uw
2009-05-12T22:38:01.720Z,37.318,-83.343,0,2.8,mblg,9,100.2,,0.63,rusms,rusms00004725,2022-06-09T21:13:16.086Z,"12 km ESE of Buckhorn, Kentucky",explosion,,,,,reviewed,us,us
2009-05-11T18:49:57.870Z,44.6591667,-121.1678333,0.788,2.5,md,9,84,0.2667,0.23,uw,uw10769898,2016-07-13T23:11:20.140Z,"4 km NW of Madras, Oregon",explosion,0.092,1.2,0.05,3,reviewed,uw,uw
2009-05-06T20:33:53.630Z,45.7023333,-120.1755,-0.484,2.6,md,8,110,0.2127,0.22,uw,uw10767268,2016-07-13T23:10:42.040Z,"Washington-Oregon border region",explosion,0.113,0.63,0.06,5,reviewed,uw,uw
2009-05-05T21:09:15.960Z,43.858,-105.407,0,3.2,ml,18,106,,3.01,rusms,rusms00004724,2022-06-09T21:13:16.075Z,"13 km NNE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-05-05T00:58:20.800Z,32.894,-109.241,0,2.6,ml,12,186.9,,0.5,rusms,rusms00004723,2022-06-09T21:13:16.067Z,"3 km W of York, Arizona",explosion,,,,,reviewed,us,us
2009-05-04T19:06:35.830Z,43.674,-105.159,0,3.1,ml,23,77.8,,1.01,rusms,rusms00004722,2022-06-09T21:13:16.058Z,"28 km ESE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-05-02T20:00:50.230Z,43.664,-105.193,0,3.1,ml,34,77.2,,1.08,rusms,rusms00004721,2022-06-09T21:13:16.036Z,"25 km ESE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-05-02T17:04:41.380Z,43.799,-105.251,0,3,ml,31,51.4,,1.05,rusms,rusms00004720,2022-06-09T21:13:16.018Z,"20 km ENE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-05-01T19:33:03.870Z,36.379,-110.273,0,2.7,ml,20,69.8,,1.26,rusms,rusms00004719,2022-06-09T21:13:15.703Z,"23 km SW of Chilchinbito, Arizona",explosion,,,,,reviewed,us,us
2009-04-29T18:19:28.540Z,44.088,-105.387,0,3,ml,15,95.4,,1.12,rusms,rusms00004718,2022-06-09T21:13:15.520Z,"16 km SSE of Antelope Valley-Crestview, Wyoming",explosion,,,,,reviewed,us,us
2009-04-27T20:04:31.180Z,43.808,-105.218,0,3.2,ml,42,51.7,,1.05,rusms,rusms00004717,2022-06-09T21:13:15.514Z,"22 km ENE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-04-25T18:23:34.090Z,43.817,-105.167,0,3.4,ml,40,52.1,,1.1,rusms,rusms00004716,2022-06-09T21:13:15.507Z,"27 km ENE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-04-23T06:23:49.310Z,40.445,-106.884,1,2.9,ml,26,71.9,,0.87,rusms,rusms00004715,2022-06-09T21:13:15.501Z,"6 km SW of Steamboat Springs, Colorado",rock burst,,,,,reviewed,us,us
2009-04-22T22:19:44.330Z,40.106,-107.922,0,2.6,ml,18,123.3,,0.75,rusms,rusms00004714,2022-06-09T21:13:15.495Z,"7 km N of Meeker, Colorado",explosion,,,,,reviewed,us,us
2009-04-21T18:08:09.140Z,43.744,-105.245,0,3.3,ml,41,51.4,,1.14,rusms,rusms00004713,2022-06-09T21:13:15.484Z,"19 km E of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-04-20T18:03:02.480Z,43.76,-105.189,0,3.4,ml,46,51.9,,0.91,rusms,rusms00004712,2022-06-09T21:13:15.474Z,"24 km E of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-04-18T22:26:04.410Z,44.467,-105.421,0,3,ml,12,173.5,,1.3,rusms,rusms00004711,2022-06-09T21:13:15.470Z,"20 km NNE of Gillette, Wyoming",explosion,,,,,reviewed,us,us
2009-04-13T19:05:00.720Z,43.591,-105.129,0,3.2,ml,27,82.1,,1.99,rusms,rusms00004710,2022-06-09T21:13:15.465Z,"Wyoming",explosion,,,,,reviewed,us,us
2009-04-12T18:49:22.410Z,43.72,-105.367,0,3,ml,12,121.5,,0.92,rusms,rusms00004708,2022-06-09T21:13:15.456Z,"10 km ESE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-04-12T18:01:36.720Z,43.646,-105.324,0,2.7,ml,12,123.7,,1.33,rusms,rusms00004707,2022-06-09T21:13:15.453Z,"17 km SE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-04-12T00:03:35.740Z,43.706,-105.228,0,2.8,ml,22,97.3,,0.8,rusms,rusms00004706,2022-06-09T21:13:15.446Z,"21 km ESE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-04-11T16:07:47.470Z,44.039,-104.833,0,2.7,ml,15,180.9,,1.7,rusms,rusms00004705,2022-06-09T21:13:15.440Z,"17 km WSW of Upton, Wyoming",explosion,,,,,reviewed,us,us
2009-04-08T18:06:56.100Z,43.81,-105.257,0,3.2,ml,40,51.4,,0.99,rusms,rusms00004704,2022-06-09T21:13:15.426Z,"20 km ENE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-04-06T20:12:39.110Z,43.693,-105.256,0,3.2,ml,42,51.2,,0.95,rusms,rusms00004703,2022-06-09T21:13:15.415Z,"20 km ESE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-04-06T18:03:37.550Z,43.801,-105.246,0,3.3,ml,47,51.4,,0.89,rusms,rusms00004702,2022-06-09T21:13:15.401Z,"20 km ENE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-04-05T22:03:42.780Z,40.129,-107.694,0,2.8,ml,19,114.6,,0.99,rusms,rusms00004701,2022-06-09T21:13:15.387Z,"21 km ENE of Meeker, Colorado",explosion,,,,,reviewed,us,us
2009-04-04T18:59:46.370Z,43.792,-105.193,0,3.3,ml,47,71.3,,0.88,rusms,rusms00004700,2022-06-09T21:13:15.363Z,"24 km E of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-04-01T18:16:18.640Z,43.796,-105.149,0,3.4,ml,39,52.3,,2.28,rusms,rusms00004699,2022-06-09T21:13:15.040Z,"Wyoming",explosion,,,,,reviewed,us,us
2009-03-28T21:00:11.190Z,43.777,-105.293,0,3.1,ml,22,51,,0.78,rusms,rusms00004698,2022-06-09T21:13:14.846Z,"16 km E of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-03-25T21:03:20.040Z,19.3893333,-155.2743333,-0.946,3,md,11,93,0.006038,0.1,hv,hv5701924,2020-03-31T16:08:48.480Z,"7 km SW of Volcano, Hawaii",quarry blast,0.18,0.2,,,reviewed,hv,hv
2009-03-20T18:02:57.700Z,43.795,-105.252,0,3.4,ml,49,51.4,,0.76,rusms,rusms00004697,2022-06-09T21:13:14.838Z,"19 km ENE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-03-20T17:08:56.130Z,43.575,-105.29,0,3.3,ml,41,50.7,,1.1,rusms,rusms00004696,2022-06-09T21:13:14.831Z,"25 km SE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-03-19T16:35:21.110Z,43.483,-105.278,0,2.9,ml,26,53.1,,1.2,rusms,rusms00004695,2022-06-09T21:13:14.825Z,"34 km SSE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-03-17T21:19:52.740Z,47.9888333,-118.1718333,-0.607,2.5,md,5,155,0.2005,0.5,uw,uw10762993,2016-07-13T22:50:36.440Z,"33 km WSW of Springdale, Washington",explosion,1.168,7.51,0.07,2,reviewed,uw,uw
2009-03-16T23:16:29.880Z,33.689,-87.284,1,2.9,mblg,6,135.8,,0.36,us,usp000gv1y,2014-11-07T01:38:35.645Z,"4 km S of Parrish, Alabama",rock burst,,,,,reviewed,us,us
2009-03-16T18:02:23.840Z,43.661,-105.331,0,3.3,ml,42,50.5,,1.78,rusms,rusms00004693,2022-06-09T21:13:14.814Z,"16 km SE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-03-16T16:57:51.260Z,45.635,-106.412,0,2.6,ml,10,103.7,,1.86,rusms,rusms00004692,2022-06-09T21:13:14.810Z,"11 km WNW of Ashland, Montana",explosion,,,,,reviewed,us,us
2009-03-14T18:05:13.860Z,43.817,-105.205,0,3.4,ml,61,51.8,,0.84,rusms,rusms00004691,2022-06-09T21:13:14.798Z,"24 km ENE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-03-13T20:17:07.170Z,44.551,-105.337,0,2.9,ml,19,69.3,,0.98,rusms,rusms00004690,2022-06-09T21:13:14.792Z,"31 km NNE of Gillette, Wyoming",explosion,,,,,reviewed,us,us
2009-03-13T19:09:45.720Z,43.617,-105.144,0,3,ml,33,80.6,,1.34,rusms,rusms00004689,2022-06-09T21:13:14.782Z,"31 km ESE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-03-06T21:02:24.400Z,43.821,-105.139,0,3.4,ml,42,52.4,,1.24,rusms,rusms00004688,2022-06-09T21:13:14.769Z,"29 km ENE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-03-05T19:31:54.650Z,43.908,-105.162,0,3.4,ml,18,74.1,,1.14,rusms,rusms00004687,2022-06-09T21:13:14.760Z,"31 km ENE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-03-04T21:04:58.590Z,43.665,-105.22,0,3.1,ml,34,51.5,,1.3,rusms,rusms00004686,2022-06-09T21:13:14.745Z,"23 km ESE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-03-04T17:53:40.840Z,43.667,-105.148,0,2.8,ml,21,98.9,,1.38,rusms,rusms00004685,2022-06-09T21:13:14.734Z,"29 km ESE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-03-03T20:04:21.740Z,43.559,-105.297,0,3.1,ml,22,78.1,,1.25,rusms,rusms00004684,2022-06-09T21:13:14.724Z,"26 km SE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-03-03T00:13:04.210Z,43.73,-105.3,0,2.8,ml,16,129.1,,0.85,rusms,rusms00004683,2022-06-09T21:13:14.709Z,"15 km E of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-03-01T21:01:39.670Z,43.737,-105.213,0,3.3,ml,31,51.7,,0.92,rusms,rusms00004682,2022-06-09T21:13:14.372Z,"22 km E of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-02-27T22:03:40.130Z,43.718,-105.19,0,3.4,ml,27,122.2,,0.99,rusms,rusms00004681,2022-06-09T21:13:14.176Z,"24 km E of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-02-21T21:02:14.210Z,43.716,-105.212,0,3,ml,46,51.6,,1.1,rusms,rusms00004680,2022-06-09T21:13:14.165Z,"Wyoming",explosion,,,,,reviewed,us,us
2009-02-21T19:03:01.690Z,43.8,-105.201,0,3.3,ml,62,35.5,,0.92,rusms,rusms00004679,2022-06-09T21:13:14.152Z,"24 km ENE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-02-19T18:54:56.250Z,43.999,-105.186,0,3.2,ml,29,60.3,,1.41,rusms,rusms00004678,2022-06-09T21:13:14.143Z,"32 km SE of Sleepy Hollow, Wyoming",explosion,,,,,reviewed,us,us
2009-02-17T21:03:59.910Z,43.754,-105.229,0,3.5,ml,54,96.8,,0.9,rusms,rusms00004677,2022-06-09T21:13:14.117Z,"21 km E of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-02-12T20:02:44.870Z,45.943,-106.633,0,2.8,ml,21,78.6,,1.17,rusms,rusms00004676,2022-06-09T21:13:14.107Z,"6 km N of Colstrip, Montana",explosion,,,,,reviewed,us,us
2009-02-10T20:19:10.410Z,43.451,-105.068,0,3.1,ml,26,52.8,,1.18,rusms,rusms00004675,2022-06-09T21:13:14.094Z,"Wyoming",explosion,,,,,reviewed,us,us
2009-02-03T22:06:15.580Z,43.867,-105.347,0,3.3,ml,32,98.5,,1.08,rusms,rusms00004674,2022-06-09T21:13:13.751Z,"Wyoming",explosion,,,,,reviewed,us,us
2009-01-30T20:32:38.240Z,33.663,-87.351,1,2.9,mblg,5,142.3,,1.43,us,usp000gt9g,2014-11-07T01:38:16.351Z,"6 km SSE of Oakman, Alabama",rock burst,,,,,reviewed,us,us
2009-01-30T15:45:16.210Z,42.988,-106.238,0,2.5,ml,9,306.2,,1.04,rusms,rusms00004673,2022-06-09T21:13:13.561Z,"10 km E of Homa Hills, Wyoming",explosion,,,,,reviewed,us,us
2009-01-30T15:45:05.690Z,43.671,-105.218,0,2.8,ml,13,122.5,,1.43,rusms,rusms00004672,2022-06-09T21:13:13.559Z,"23 km ESE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-01-29T19:05:44.700Z,43.681,-105.208,0,3.2,ml,33,98,,1.12,rusms,rusms00004671,2022-06-09T21:13:13.555Z,"24 km ESE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-01-26T21:07:34.140Z,43.662,-105.175,0,3.4,ml,45,51.5,,1.03,rusms,rusms00004669,2022-06-09T21:13:13.544Z,"27 km ESE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-01-24T21:03:50.730Z,43.692,-105.203,0,3.3,ml,48,51.3,,0.86,rusms,rusms00004668,2022-06-09T21:13:13.538Z,"24 km ESE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-01-23T19:14:58.070Z,43.691,-105.276,0,3.1,ml,36,51,,1.31,rusms,rusms00004667,2022-06-09T21:13:13.533Z,"18 km ESE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-01-22T23:44:07.090Z,45.6913333,-120.8908333,-1.156,2.6,md,15,85,0.2723,0.34,uw,uw10760213,2016-07-13T22:40:57.790Z,"5 km WNW of Biggs Junction, Oregon",explosion,0.212,1.49,0.06,3,reviewed,uw,uw
2009-01-21T21:17:53.470Z,43.615,-105.22,0,3.3,ml,47,96.2,,1.1,rusms,rusms00004666,2022-06-09T21:13:13.524Z,"26 km SE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-01-21T21:13:48.700Z,46.5246667,-120.4763333,-0.626,2.6,md,12,111,0.03791,0.32,uw,uw10759713,2016-07-13T22:40:52.760Z,"2 km NNW of Parker, Washington",explosion,0.112,0.65,0.05,5,reviewed,uw,uw
2009-01-21T18:33:05.130Z,43.57,-105.264,0,3.2,ml,27,53.5,,0.75,rusms,rusms00004665,2022-06-09T21:13:13.518Z,"27 km SE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-01-19T22:17:42.000Z,43.799,-105.213,0,3.1,ml,40,77.9,,0.94,rusms,rusms00004664,2022-06-09T21:13:13.509Z,"23 km ENE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-01-19T21:42:07.410Z,44.966,-106.777,0,2.6,ml,26,138.8,,0.8,rusms,rusms00004663,2022-06-09T21:13:13.501Z,"23 km NE of Sheridan, Wyoming",explosion,,,,,reviewed,us,us
2009-01-17T21:20:08.910Z,43.812,-105.226,0,3.4,ml,36,51.6,,0.84,rusms,rusms00004662,2022-06-09T21:13:13.493Z,"22 km ENE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-01-17T16:03:33.870Z,43.975,-105.183,0,3,ml,42,41,,0.92,rusms,rusms00004661,2022-06-09T21:13:13.484Z,"35 km NE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-01-15T21:07:37.490Z,43.634,-105.245,0,3.2,ml,34,95.9,,1.82,rusms,rusms00004660,2022-06-09T21:13:13.475Z,"23 km ESE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-01-14T16:59:59.940Z,43.633,-105.138,0,3,ml,13,127.3,,0.78,rusms,rusms00004659,2022-06-09T21:13:13.471Z,"31 km ESE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2009-01-13T20:11:09.860Z,43.849,-105.284,0,3.1,ml,14,148.1,,1.2,rusms,rusms00004658,2022-06-09T21:13:13.467Z,"19 km ENE of Wright, Wyoming",explosion,,,,,reviewed,us,us
